,name,meal-type,specific,net-carbs,Type,calories,Unit,serving,Ingredients,Nutrients,Method,Time,Difficulty,link
694,Keto beef with gravy and cabbage mash,Dinner,High-Protien,8.0,High-protein Ketogenic, 768kcal,US,4,"[(['1½ lbs'], 'green cabbage'), (['2 oz.'], ' butter'), (['1 pinch'], ' ground nutmeg (optional)'), (['3 oz.'], ' butter, at room temperature'), (['3 tbsp'], ' fresh parsley, finely chopped'), (['5 oz.'], ' bacon, chopped'), (['3 oz.'], 'leeks, chopped'), (['2 tbsp'], ' butter'), (['1½ lbs'], ' or beef, tenderloin'), (['1', '⁄', '3', ' cup'], ' red wine'), (['1', '⁄', '3', ' cup'], ' water')]","{'Net-carbs': (' 8g ', '4%'), 'Protien': (' 52g ', '28%'), 'Fat': (' 55g ', '68%'), 'Fiber': '5g', 'Total-Carb': '13g'}","Start with the mash. Divide the cabbage in the middle, cutting from the center of the head outward. Remove the stem and tough core of each half and shred the leaves. Put into lightly salted boiling water and cook until soft. Drain off the water.,Add butter and use an immersion blender or hand mixer to blend until smooth and creamy. Add salt, pepper, and nutmeg. Keep warm.,For the parsley butter, combine the soft butter with the finely chopped parsley, salt, and pepper.,Fry the bacon and leek in butter until golden and crispy. Remove from the pan and keep warm.,In the same frying pan, fry the beef steaks for 2-3 minutes on each side, depending on how well done you want them. Remove from the pan and keep warm.,In the same pan, combine the cooking juices with equal parts of water and red wine. Bring to a boil and allow to simmer until the sauce thickens.,Serve the meat with the gravy, fried leek and bacon, and the cabbage mash. Top with a dollop of parsley butter.",30 m,Medium,https://www.dietdoctor.com/recipes/keto-beef-with-gravy-and-cabbage-mash
695,Keto chicken Milanese with turnip fries and BBQ dip,Dinner,High-Protien,14.0,High-protein low carb, 941kcal,US,4,"[(['4 ', '(2 lbs)'], 'chicken breasts'), (['1 tsp'], ' salt'), (['1 tsp'], ' garlic powder'), (['½ tsp'], ' ground black pepper'), (['1 tbsp'], ' water'), (['¾ cup ', '(3 oz.)'], 'almond flour'), (['2 tbsp'], 'light olive oil'), (['1½ lbs'], 'rutabaga'), (['2 tbsp'], ' olive oil'), (['½ tsp'], ' garlic powder'), (['¾ cup'], 'tomato sauce'), (['2 tbsp'], ' olive oil'), (['½ tsp'], ' liquid smoke'), (['½ tsp'], ' smoked paprika powder'), (['1 tsp'], ' onion powder'), (['½ tsp'], ' garlic powder'), (['¾ cup'], 'mayonnaise'), (['4 tbsp'], ' (optional)'), ('1', 'chicken breasts', ' ')]","{'Net-carbs': (' 14g ', '6%'), 'Protien': (' 61g ', '26%'), 'Fat': (' 69g ', '68%'), 'Fiber': '6g', 'Total-Carb': '20g'}","Preheat oven to 400°F (200°C),Butterfly the chicken breast and beat with a mallet to flatten. Sprinkle with salt, garlic powder, and black pepper all over.,In a bowl, mix the egg with the water.,Put the almond flour in a shallow bowl.,Dredge the flattened chicken cutlets in the almond flour, then in the egg mixture, and then again in the almond flour. Place on a sheet pan. Repeat with all of the chicken. Drizzle the breaded chicken with olive oil.,Cut the turnips into thin fries. Toss with olive oil, salt, and garlic powder and spread on a baking sheet with parchment paper. Roast turnip fries for 30 minutes at the same time as the chicken, using a spatula to flip halfway through cooking.,Mix together all of the BBQ sauce ingredients in a bowl. Season with salt and pepper to taste.,Remove the chicken and turnip fries from the oven and serve hot together with the BBQ sauce and a dollop of mayonnaise.",45 m,Medium,https://www.dietdoctor.com/recipes/keto-chicken-milanese-with-turnip-fries-and-bbq-dip
696,Keto blue cheese chicken with walnut salad,Dinner,High-Protien,9.0,High-protein Ketogenic, 723kcal,US,4,"[(['9 oz.'], 'leeks, finely chopped'), (['1½ lbs'], ' boneless chicken thighs'), (['2 oz.'], ' butter, for frying'), (['5 oz.'], ' blue cheese, preferably gorgonzola'), (['1¼ cups'], 'crème fraîche'), (['¼ cup'], ' white wine'), (['6 oz. ', '(3 cups)'], ' leafy greens'), (['½ cup'], ' cherry tomatoes, in wedges'), (['2 tbsp'], ' olive oil'), (['1 oz. ', '(4', '1', '⁄', '3', ' tbsp)'], ' walnuts')]","{'Net-carbs': (' 9g ', '5%'), 'Protien': (' 46g ', '26%'), 'Fat': (' 54g ', '69%'), 'Fiber': '4g', 'Total-Carb': '13g'}","Preheat the oven to 350°F (175°C).,In a large frying pan, melt half of the butter and fry the leek for 5 minutes or until soft. Distribute in a baking dish.,In the same pan, fry the chicken in the rest of the butter for 10–12 minutes until golden. Season with salt and pepper. Add the chicken on top of the leeks in the same baking dish.,In a saucepan, combine sour cream and wine. Bring to a boil and let simmer for a few minutes over medium heat until the sauce thickens slightly. Grate or crumble the cheese and stir into the sauce. Let it melt while stirring continuously. Season with salt and pepper.,Pour the sauce over the chicken and bake in the oven for 15 minutes or until the chicken is done. An inserted meat thermometer should read 161°F (72°C).,Serve with mixed salad and tomatoes. Top with walnuts and drizzle with olive oil.",45 m,Easy,https://www.dietdoctor.com/recipes/keto-blue-cheese-chicken-with-walnut-salad
697,Pan-seared steak with yellow cauliflower rice,Dinner,High-Protien,15.0,High-protein low carb, 741kcal,US,2,"[(['¾ lb'], ' cauliflower'), (['1 tbsp'], ' coconut oil'), (['½ tsp'], ' salt'), (['½ tsp'], ' dried parsley'), (['½ tsp'], ' ground cumin'), (['1 tsp'], ' turmeric'), (['2'], 'garlic cloves, sliced'), (['1 lb'], 'sirloin steaks'), (['1 tsp'], ' garlic powder'), (['1 tsp'], ' salt'), (['2 tbsp'], ' orange juice'), (['1 tbsp'], ' olive oil'), (['1 tbsp'], ' olive oil'), (['1 pinch'], ' salt'), ('2', 'garlic cloves, sliced', ' ')]","{'Net-carbs': (' 15g ', '9%'), 'Protien': (' 56g ', '32%'), 'Fat': (' 47g ', '59%'), 'Fiber': '12g', 'Total-Carb': '27g'}","Preheat the oven to 350°F (175°C).,Using a grater or grater attachment on a food processor, shred the cauliflower.,Combine all of the ingredients for the yellow rice on a sheet pan and toss together until all of the riced cauliflower is yellow.,Spread the seasoned rice out evenly over the sheet pan. Roast on the bottom rack for 20 minutes.,While the rice cooks in the oven prepare the steak. Rub the meat with garlic powder and salt and place it in a bowl.,Add the orange juice and olive oil and smother with sliced onions. Toss everything together and let it sit, marinating for 10 minutes.,Heat a large cast iron skillet over medium heat. When it comes to temperature, put the steak in the skillet with the marinade and sliced onions. Sear on one side for 4 minutes then flip over and cook another 4-5 minutes. Remove the steaks from the skillet and top with the onions.,Remove the cauliflower rice from the oven and serve 1 cup with each steak.,Add half an avocado to each plate and drizzle with olive oil. Finish with salt and cilantro.",35 m,Medium,https://www.dietdoctor.com/recipes/pan-seared-steak-with-yellow-rice
698,Oven-roasted turkey thighs with mushroom sauce,Dinner,High-Protien,14.0,High-protein Ketogenic, 1151kcal,US,4,"[(['3 lbs'], ' turkey thigh'), (['1 tbsp'], ' dried thyme'), (['1 tbsp'], ' dried sage or dried oregano'), (['½ tbsp'], ' dried rosemary'), (['½ tbsp'], ' garlic powder'), (['2 ', '(8 oz.)'], ', cut into wedges'), (['5 oz.'], ' butter'), (['1', '1', '⁄', '3', ' cups'], 'heavy whipping cream'), (['½ lb ', '(3¼ cups)'], ' mushrooms'), (['1 lb ', '(5 cups)'], 'broccoli')]","{'Net-carbs': (' 14g ', '5%'), 'Protien': (' 75g ', '26%'), 'Fat': (' 89g ', '69%'), 'Fiber': '5g', 'Total-Carb': '19g'}","Preheat the oven to 350°F (175°C).,Place the thighs in a baking dish with high sides. Season thoroughly.,Place onion wedges around the thighs. Cover everything with thinly sliced butter. Reserve a third of the butter for frying the mushrooms.,Roast in the oven for 2-2.5 hours. Add some water after an hour so you get some delicious cooking juices for the sauce.,Pierce the thigh and check if the juices run clear, it should not be pink. The meat should have an internal temperature of at least 160°F (72°C) when cooked through. Once cooked, let rest for a few minutes before slicing.,Fry the mushrooms in butter and set aside. Collect the turkey drippings in a saucepan and bring to a boil. Add cream. Keep boiling and let simmer until the sauce thickens. Taste to see if additional seasoning is necessary.,Add in the mushrooms or serve separately.,Serve with freshly cooked broccoli and enjoy!",2 h 10 m,Medium,https://www.dietdoctor.com/recipes/oven-roasted-turkey-thighs-with-mushroom-sauce
699,Eggplant roll-ups with chicken and tomato butter,Dinner,High-Protien,13.0,High-protein Ketogenic, 957kcal,US,4,"[(['2 oz.'], ' butter, at room temperature'), (['½ tsp'], ' sea salt'), (['¼ tsp'], ' ground black pepper'), (['1 tbsp'], 'tomato paste'), (['1 tsp'], ' red wine vinegar'), (['1 pinch'], ' ground cinnamon'), (['1 tbsp'], ' paprika powder'), (['½ tsp'], ' onion powder'), (['1½ lbs'], 'eggplant'), (['2 tsp'], ' salt, divided'), (['8 oz. ', '(1 cup)'], ' cream cheese'), (['1 cup ', '(4 oz.)'], ' mozzarella cheese, shredded'), (['½ cup ', '(1', '1', '⁄', '3', ' oz.)'], ' shredded Parmesan cheese'), (['4 tbsp'], ' fresh basil or fresh parsley'), (['¼ tsp'], ' ground black pepper'), (['1 cup'], ', unsweetened'), (['1 tbsp'], ' olive oil'), (['2 lbs'], 'chicken breasts, bone-in with skin'), (['1 tbsp'], ' butter or olive oil, for frying'), ('1', 'eggs', ' ')]","{'Net-carbs': (' 13g ', '5%'), 'Protien': (' 65g ', '28%'), 'Fat': (' 69g ', '67%'), 'Fiber': '7g', 'Total-Carb': '20g'}","Combine all the ingredients for the tomato butter in a small bowl and set aside.,Preheat the oven to 350°F (175°C). Cut the eggplant lengthwise, into 1/2"" (about 1 cm) thick slices, and place on a baking sheet lined with parchment paper.,Sprinkle the slices with 1 teaspoon salt and let sit for 10 minutes. Then, pat dry with a paper towel or a clean kitchen towel.,Place the eggplant on the middle oven rack, and bake for 20 minutes, or until the eggplant is lightly browned and softened. Remove from the oven and let cool.,Increase the oven temperature to 400°F (200°C).,Combine the cream cheese, 2/3 of the shredded mozzarella cheese, 2/3 of the Parmesan, basil, egg, remaining 1 teaspoon salt, and pepper in a medium-sized bowl. ,Evenly spread half of the tomato sauce over the base of a 13x9"" (33 x 23 cm) baking dish.,Spread the cheese mixture over the eggplant slices. Roll up and place the roll-ups seam down, in the baking dish.,Spread the rest of the tomato sauce over the roll-ups, and sprinkle the remaining mozzarella and parmesan cheese on top. Drizzle the olive oil over the entire dish.,Bake for 20 minutes or until the cheese is golden brown and bubbling.,Meanwhile, season the chicken with salt and pepper, and fry in olive oil or butter until golden on the outside and cooked through.,Serve the chicken topped with the tomato butter and the eggplant roll-ups on the side.",1 h,Medium,https://www.dietdoctor.com/recipes/eggplant-roll-ups-chicken-tomato-butter
700,Keto chicken with herb butter,Dinner,High-Protien,1.0,High-protein Ketogenic, 755kcal,US,4,"[(['6 oz.'], ' butter, at room temperature'), (['½ tsp'], ' garlic powder'), (['¼ cup ', '(', '1', '⁄', '8', ' oz.)'], ' fresh parsley, finely chopped'), (['1 tsp'], ' lemon juice'), (['½ tsp'], ' salt'), (['2 tbsp'], ' butter or olive oil'), (['4 ', '(2 lbs)'], 'chicken breasts, bone-in with skin'), (['8 oz. ', '(4 cups)'], ' leafy greens, for example baby spinach'), ('1', 'garlic cloves, minced', ' ')]","{'Net-carbs': (' 1g ', '1%'), 'Protien': (' 48g ', '26%'), 'Fat': (' 61g ', '74%'), 'Fiber': '2g', 'Total-Carb': '3g'}","Start with the herb butter. Mix all ingredients thoroughly in a small bowl and let sit until it’s time to serve.,In a large frying pan, over medium heat, melt the butter. Season the chicken with salt and pepper. Fry in butter until the filets are cooked through, and register 165°F (75°C) with a meat thermometer. Lower the temperature towards the end to avoid dry chicken filets.,Serve the chicken on a bed of leafy greens and place a generous amount of herb butter on top.",15 m,Easy,https://www.dietdoctor.com/recipes/keto-chicken-herb-butter
701,Low-carb salmon and zoodles in blue cheese sauce,Dinner,High-Protien,9.0,High-protein Ketogenic, 782kcal,US,4,"[(['2 tbsp'], ' butter, for frying'), (['2'], 'garlic cloves, finely chopped'), (['1 cup'], 'heavy whipping cream'), (['5 oz.'], ' blue cheese, crumbled'), (['14 oz. ', '(4½ cups)'], ', chopped'), (['1½ lbs'], 'salmon, boneless fillets, cut i 1x1"" (2,5 cm)'), (['14 oz.'], ', spiralized'), ('2', 'garlic cloves, finely chopped', ' ')]","{'Net-carbs': (' 9g ', '5%'), 'Protien': (' 48g ', '25%'), 'Fat': (' 61g ', '70%'), 'Fiber': '4g', 'Total-Carb': '13g'}","Fry the garlic in butter in a large frying pan over medium heat for a few minutes. Add the heavy whipping cream and crumbled blue cheese. Stir together and let simmer for 5 minutes.,Stir in the broccoli and simmer for 5 more minutes.
,Finally, add the salmon and simmer for 5 minutes until the fish is cooked through and the broccoli is tender. Season with salt and pepper. Lower the heat to keep the sauce warm for serving. 
,Bring a large pot of water to a boil. Place the zoodles in the boiling water for one minute, and then drain in a colander.

,Divide zoodles onto individual plates, or on a big serving platter. Pour the creamy salmon sauce over the zoodles. Enjoy!  

",15  + 20 m,Medium,https://www.dietdoctor.com/recipes/low-carb-salmon-and-zoodles-in-blue-cheese-sauce
702,Chicken with olives and mushrooms,Dinner,High-Protien,8.0,High-protein Ketogenic, 679kcal,US,2,"[(['1 lb'], 'chicken breasts, bone-in with skin'), (['1 tbsp'], ' olive oil'), (['1 oz.'], ' butter'), (['14 oz. ', '(5', '2', '⁄', '3', ' cups)'], ' mushrooms, sliced'), (['5¼ oz. ', '(1¼ cups)'], ' pitted olives, chopped'), (['½ cup'], ' water'), ('1', 'chicken breasts, bone-in with skin', ' ')]","{'Net-carbs': (' 8g ', '5%'), 'Protien': (' 54g ', '32%'), 'Fat': (' 48g ', '63%'), 'Fiber': '3g', 'Total-Carb': '11g'}","Season the chicken with salt and pepper on both sides. Fry the chicken breasts in a large frying pan with olive oil until browned on both sides over medium-high heat.,Continue to cook the chicken breasts on a wire rack in the oven at 350 °F (180 °C) for 20 minutes or until the meat is no longer pink, or the inner temperature of meat is 165°F (74°C). Let it rest for a couple of minutes before slicing the chicken to keep it juicy.,Add the butter to the pan. First, sauté the mushrooms for a few minutes until soft and then add the olives. Season with salt and pepper and the finely chopped rosemary. ,Let the vegetables cook for a few more minutes, then add the water. Let the mixture simmer briefly so that all the flavors are well combined. ,Remove the pan from the heat. Remove the bones and slice the chicken. Serve with those deliciously tasty vegetables and olives.",15  + 30 m,Easy,https://www.dietdoctor.com/recipes/chicken-with-olives-and-mushrooms
703,Stuffed keto mushrooms,Dinner,High-Protien,5.0,High-protein Ketogenic, 337kcal,US,4,"[(['1 tbsp'], ' butter, for greasing'), (['18 oz.'], 'whole, portobello mushrooms, large (preferably 2 per serving)'), (['4 oz.'], 'leeks, roughly chopped (See tip)'), (['1 lb'], ' ground beef, or ground lamb, or ground pork'), (['1¾ oz. ', '(', '2', '⁄', '3', ' cup)'], ' shredded Parmesan cheese'), (['2 tsp'], ' Worcestershire sauce')]","{'Net-carbs': (' 5g ', '7%'), 'Protien': (' 30g ', '36%'), 'Fat': (' 21g ', '57%'), 'Fiber': '2g', 'Total-Carb': '7g'}","Preheat oven to 425°F (200°C). Grease a large, ovenproof dish with butter.,Remove the stalks from the mushrooms and place the mushroom tops upside-down in the ovenproof dish. Add the mushroom stalks and chopped leeks to a food processor, and pulse until finely chopped (alternatively, you can chop all by hand). ,Transfer the mushroom and leek mixture to a large bowl, and add the ground meat, cheese, and Worcestershire sauce. Season with salt and pepper (omit this if you are using seasoned sausage meat). Mix together until combined. ,Divide the mixture evenly between the cavities of the mushrooms. Slightly flatten the tops so that each mushroom has the same depth, for equal cooking time. Any leftover mixture can be rolled into balls and cooked alongside the mushrooms.,Bake on the middle rack uncovered for 15 minutes or until the internal temperature of the meat is 160°F (71°C), and the mushrooms are tender.",20  + 15 m,Medium,https://www.dietdoctor.com/recipes/stuffed-keto-mushrooms
704,Chicken skewers with low carb fries and spinach dip,Dinner,High-Protien,17.0,High-protein low carb, 610kcal,US,4,"[(['2 lbs'], ' boneless chicken thighs, cut into 1"" (2.5 cm) pieces'), (['1 tsp'], ' salt'), (['¼ tsp'], ' ground black pepper'), (['2 tbsp'], ' olive oil'), (['1 tsp'], ' garlic powder'), (['1 tsp'], ' dried thyme'), (['8'], 'wooden skewers'), (['1¾ lbs'], 'rutabaga'), (['2 tbsp'], ' olive oil'), (['½ tsp'], ' salt'), (['¼ tsp'], ' ground black pepper'), (['½ cup ', '(3 oz.)'], ' Greek yogurt (4% fat)'), (['¼ cup'], 'mayonnaise'), (['2 oz.'], ' frozen spinach, chopped'), (['¼ tsp'], ' ground black pepper'), (['2 tbsp'], ' dried parsley'), (['1 tbsp'], ' dried dill'), (['1 tsp'], ' onion powder'), (['½ tsp'], ' salt'), (['2 tsp'], ' lemon juice'), ('8', 'wooden skewers', ' ')]","{'Net-carbs': (' 17g ', '12%'), 'Protien': (' 51g ', '34%'), 'Fat': (' 36g ', '54%'), 'Fiber': '5g', 'Total-Carb': '22g'}","Preheat the oven to 400°F (200°C).,Put the marinade ingredients in a bowl and mix. Add the chicken. Set aside and allow to marinate for 10–20 minutes at room temperature.,Peel the celery root. Cut into 0.5"" (1 cm) thick strips.,Place the fries on a baking sheet lined with parchment paper. Season with salt and pepper. Drizzle with oil and mix everything thoroughly. Bake in the oven for 20 minutes to start with (about 50 minutes in total or until crisp).,Thread the chicken on the skewers and spread them out on another baking sheet lined with parchment paper or preferably on a roasting rack. Put them in the oven together with the fries for 20-30 minutes or until they are cooked.,To make the dip, remove the excess liquid from the thawed spinach. Add into a bowl and mix well with the other dip ingredients.,Serve the chicken skewers with the celery-root fries and spinach dip. Garnish with some fresh thyme and season with salt and pepper to taste.",1 h 10 m,Medium,https://www.dietdoctor.com/recipes/low-carb-chicken-skewers-fries-dip
705,Skillet chicken breast with creamed spinach,Dinner,High-Protien,5.0,High-protein Ketogenic, 494kcal,US,2,"[(['2 ', '(1 lb)'], 'chicken breasts 8 oz (230 g) each'), (['2 tsp'], ' (optional)'), (['1 tbsp'], ' butter or olive oil'), (['½ tbsp'], ' butter'), (['4 oz. ', '(3', '2', '⁄', '3', ' cups)'], ' fresh spinach, rinsed, trimmed, and dried'), (['1 oz. ', '(2 tbsp)'], ' cream cheese'), (['2 tbsp'], 'heavy whipping cream'), (['¼ tsp'], ' garlic powder'), (['2 tbsp'], ' shredded Parmesan cheese')]","{'Net-carbs': (' 5g ', '4%'), 'Protien': (' 57g ', '47%'), 'Fat': (' 26g ', '49%'), 'Fiber': '2g', 'Total-Carb': '7g'}","To speed up the cooking process, cut the chicken breasts lengthwise into thin cutlets.,Season both sides of the chicken with salt, ground black pepper, and seasoning of choice. ,Heat a large skillet over medium-high heat. Add the butter or oil to the skillet when hot. Carefully place the chicken breasts in the skillet and cook for about 4 minutes on each side. The chicken is ready to serve when it's no longer pink.,Melt the butter in a large skillet over medium heat. Add the onion and sauté until tender, about 3 minutes.,Add the spinach to the skillet. As it cooks down, add the cream cheese, heavy cream, and garlic powder. Stir until the cream cheese has melted and the mixture is smooth and creamy.,Remove from heat and sprinkle with freshly grated parmesan just before serving.",25 m,Easy,https://www.dietdoctor.com/recipes/skillet-chicken-breast-with-creamed-spinach
706,Classic Swedish beef stew (kalops),Dinner,High-Protien,14.0,High-protein low carb, 802kcal,US,4,"[(['2 tbsp'], ' butter'), (['2 lbs'], ' prime rib, cut into 1.5"" (3 cm) pieces'), (['3 ', '(6½ oz.)'], 'peeled carrots, cut into 1/2 "" (1.27 cm) wide pieces'), (['2 ', '(8 oz.)'], ', halved and quartered'), (['2 tbsp'], ' beef stock'), (['4'], 'bay leaves'), (['1 tsp'], ' ground cloves'), (['12'], 'peppercorns, white'), (['1 cup'], 'heavy whipping cream'), (['1 cup'], ' water'), (['2 tbsp'], ' cream cheese'), (['2 tsp'], ' fresh parsley, for garnishing (optional)'), (['1 lb ', '(5 cups)'], ' florets'), (['2 tbsp'], ' melted butter  , for serving'), ('4', 'peeled carrots, cut into 1/2 "" (1.27 cm) wide pieces', ' '), ('12', ', halved and quartered', ' ')]","{'Net-carbs': (' 14g ', '7%'), 'Protien': (' 50g ', '25%'), 'Fat': (' 60g ', '68%'), 'Fiber': '5g', 'Total-Carb': '19g'}","Melt the butter in a cast-iron pot over high heat. Add the beef and fry until browned on all sides.,Add the carrots, onions, beef stock, bay leaves, peppercorns, and ground cloves. Fry for a few minutes, and then stir in the heavy cream, water, and then cover.,Reduce the heat to medium-low and simmer for about 60-90 minutes, or until the meat is tender. Stir occasionally.,Right before serving, add the cream cheese to thicken the stew base, and stir to combine. Season with salt and pepper to taste,Fill half of a large pot with water. Over high heat, bring the water to a boil, and add the broccoli. Boil for a couple of minutes, and then strain the broccoli in a colander. In a large serving bowl, toss the broccoli with butter, and season with salt and pepper.,Serve the beef stew with a touch of parsley, and broccoli on the side. Enjoy!",25 m + 1 h 5 m,Medium,https://www.dietdoctor.com/recipes/classic-swedish-beef-stew
707,Keto chicken fajita bowl,Dinner,High-Protien,7.0,High-protein Ketogenic, 583kcal,US,4,"[(['8 oz. ', '(5 cups)'], 'Romaine lettuce'), (['5 oz.'], ' cherry tomatoes'), (['4 tbsp'], 'fresh cilantro'), (['2 lbs'], ' boneless chicken thighs'), (['2 oz.'], ' butter'), (['2 tbsp'], 'Tex-Mex seasoning'), (['¾ cup ', '(3 oz.)'], ' Mexican cheese or cheddar cheese, shredded')]","{'Net-carbs': (' 7g ', '5%'), 'Protien': (' 53g ', '38%'), 'Fat': (' 36g ', '57%'), 'Fiber': '7g', 'Total-Carb': '14g'}","Prepare the toppings. Tear the lettuce, chop tomatoes, dice avocados, and clean and chop the cilantro. Set aside.,Slice onion and pepper fairly thin.,On a separate cutting board, cut the chicken into thin strips.,Fry the chicken in butter in a large skillet over medium-high heat. Salt and pepper to taste. When the chicken is almost cooked through, add onion, pepper, and Tex-Mex seasoning. ,Lower the heat and continue to fry while stirring for a couple of minutes until the chicken is thoroughly cooked and the vegetables have softened just a bit.,Place lettuce in a bowl and add the chicken mixture. Add shredded cheese, diced avocado, chopped tomatoes, and fresh cilantro.",35 m,Easy,https://www.dietdoctor.com/recipes/keto-chicken-fajita-bowl
708,Baked snapper with onions and asparagus,Dinner,High-Protien,9.0,High-protein Ketogenic, 989kcal,US,2,"[(['1½ lbs'], ' whole yellow tail snapper, cleaned out, scales removed'), (['1½ tsp'], ' salt'), (['3 tbsp'], ' olive oil, divided'), (['4 ', '(2 oz.)'], 'scallions'), (['4'], 'garlic cloves'), (['4 tbsp'], ' or butter'), (['2 tbsp'], ' white wine'), (['2 tbsp'], ' lemon juice'), (['½ lb'], ' green asparagus'), ('4', 'red onions', ' ')]","{'Net-carbs': (' 9g ', '4%'), 'Protien': (' 82g ', '34%'), 'Fat': (' 66g ', '62%'), 'Fiber': '4g', 'Total-Carb': '13g'}","Preheat oven to 400°F (200°C).,Make three shallow cuts into the fish skin on both sides.,Coat the fish all over and on the inside with salt. Rub with half the amount of olive oil. Place in a large casserole dish and loosely wrap with parchment paper. Bake for 30 minutes.,In the meantime, thinly slice scallions, only the white parts. Slice red onion and garlic.,Heat a small skillet over medium heat and melt the ghee. Add the sliced onions and garlic and sauté until tender, for 8 minutes. Sprinkle with a pinch of salt and add in the cooking wine and the lemon juice to deglaze the skillet. Set aside.,Trim the asparagus. When the 30 minutes are up, open the oven, remove the casserole dish. Unwrap the fish and arrange the asparagus stalks all around it. Drizzle with remaining olive oil and sprinkle with remaining salt.,Spoon half of the onion mix on top of the snapper and place the casserole dish back in the oven. Cook everything uncovered for 15 minutes.,Remove from the oven and serve hot with remaining onion mix on the side. The tender fish meat will fall off of the bone!",20  + 45 m,Easy,https://www.dietdoctor.com/recipes/baked-snapper-with-onions-and-asparagus
709,Slow-cooked braised beef with buttery herb cabbage,Dinner,High-Protien,14.0,High-protein low carb, 699kcal,US,4,"[(['2 lbs'], ' beef roast'), (['3½ oz. ', '(', '2', '⁄', '3', ' cup)'], ', roughly chopped'), (['2½ oz. ', '(1 cup)'], ' mushrooms, sliced'), (['1 cup ', '(9 oz.)'], ' tinned crushed tomatoes'), (['1 tbsp'], 'tomato paste'), (['1 cup'], ' beef stock'), (['4'], 'garlic cloves, roughly chopped'), (['1 tbsp'], ' dried thyme'), (['2 tbsp'], ' fresh sage, finely chopped'), (['4'], 'bay leaves'), (['12 oz.'], ', sliced'), (['4 oz.'], ' butter'), (['2 tsp'], ' dried thyme, chopped'), (['2 tbsp'], ' fresh parsley, finely chopped'), ('4', ', roughly chopped', ' '), ('4', 'garlic cloves, roughly chopped', ' ')]","{'Net-carbs': (' 14g ', '8%'), 'Protien': (' 49g ', '28%'), 'Fat': (' 50g ', '64%'), 'Fiber': '5g', 'Total-Carb': '19g'}","Prepare your beef. If it is in pieces then pop it straight into the slow cooker. If it is a roast with string, remove the string before placing it in the slow cooker. The beef does not require browning beforehand for this dish.,Add the remaining ingredients. Stir to combine.,Set your slow cooker for 6 hours on high or 8 hours on low. In the final half an hour, prepare the cabbage.,Steam or boil the sliced cabbage until fork-tender, depending on your preference.,In a separate pot, melt the butter and add the thyme and parsley.,Once your cabbage is fork-tender, drain it and combine it with the melted butter, thyme, and parsley. Add salt and pepper to taste.,Toss to coat the cabbage and then serve alongside the braised beef.",6 h,Medium,https://www.dietdoctor.com/recipes/slow-cooked-braised-beef-with-buttery-herb-cabbage
710,Keto chicken zoodle al limone,Dinner,High-Protien,7.0,High-protein low carb, 510kcal,US,4,"[(['1½ lbs'], ', spiralized'), (['4'], 'garlic cloves, finely chopped'), (['2 tbsp'], ' butter'), (['1 tbsp'], ' fresh thyme'), (['1', '2', '⁄', '3', ' lbs'], ' boneless chicken thighs, cut into bite-sized pieces'), (['1 tsp'], ' salt'), (['½ tsp'], ' ground black pepper'), (['¾ cup'], 'heavy whipping cream'), (['½ cup ', '(1', '1', '⁄', '3', ' oz.)'], ' shredded Parmesan cheese, finely grated'), ('4', 'garlic cloves, finely chopped', ' '), ('1', 'lemons, juice and zest', ' ')]","{'Net-carbs': (' 7g ', '6%'), 'Protien': (' 45g ', '36%'), 'Fat': (' 33g ', '59%'), 'Fiber': '2g', 'Total-Carb': '9g'}","Spiralize the zucchini and place in a colander over the sink to drain. If you don’t have a spiralizer you can use a vegetable peeler.,Heat the butter in a frying pan over medium-high heat.,Add the finely chopped garlic and the thyme and cook for a minute or so, stirring constantly to avoid burning, until fragrant.,Add the chicken and cook until browned all over, approximately 10 minutes (you may need to cook the chicken in batches, depending on the size of your pan).,Add the cream and lemon zest and stir to combine. Simmer for a further 3 minutes.,Add the lemon juice and half of the grated parmesan cheese, stir through and simmer for 2 more minutes.,Add the zoodles and toss to coat. Just cook until the zoodles are warm. You still want them to have some “bite”, and not to become watery.,Serve garnished with remaining grated parmesan and black pepper.",25 m,Easy,https://www.dietdoctor.com/recipes/keto-chicken-zoodle-al-limone
